PassengerId,Survived
1272,0.14905355343545054
1273,0.17082431885996172
1274,0.607111928408592
1275,0.6306232534899155
1276,0.25620697279475546
1277,0.8114265775687437
1278,0.11923412764292712
1279,0.09437556531926516
1280,0.20407445373000302
1281,0.08615759344160787
1282,0.5723753948587288
1283,0.8299701360587365
1284,0.1662241201018119
1285,0.13851274162337163
1286,0.03333551505492123
1287,0.9400965973856461
1288,0.18342803067962044
1289,0.8494297906794385
1290,0.12874483258729888
1291,0.14196656404002486
1292,0.9417020462737616
1293,0.1434525754460677
1294,0.9610646982708856
1295,0.616207683083848
1296,0.3197019041147988
1297,0.41980595007117444
1298,0.24081754707158043
1299,0.3100940778848602
1300,0.7172169703452631
1301,0.7637604294080873
1302,0.7172272917738424
1303,0.9227745999305802
1304,0.6219632110343848
1305,0.09544906777659032
1306,0.9312494554764565
1307,0.06687461082430836
1308,0.09544906777659032
1309,0.0880092100808101
